LSOA_ID,traffic_signals,surveillance,traffic_sign,total_facilities,Road_Length,total_per_km
E01001071,0.0,0.0,0.0,0.0,5810.486585,0.0
E01001072,0.0,0.0,0.0,0.0,13554.44944,0.0
E01001073,0.0,0.0,0.0,0.0,3884.192086,0.0
E01001074,5.0,0.0,0.0,5.0,5893.108784,0.8484486174046503
E01001075,0.0,0.0,0.0,0.0,4933.285635,0.0
E01001076,0.0,0.0,0.0,0.0,5100.067258,0.0
E01001077,0.0,0.0,0.0,0.0,2748.230256,0.0
E01001078,2.0,0.0,0.0,2.0,4147.76562,0.482187322821775
E01001079,0.0,0.0,0.0,0.0,4529.110718,0.0
E01001080,0.0,0.0,0.0,0.0,4157.875314,0.0
E01001081,0.0,0.0,0.0,0.0,4264.064569,0.0
E01001082,0.0,0.0,0.0,0.0,5214.04101,0.0
E01001083,0.0,0.0,0.0,0.0,3805.118426,0.0
E01001084,1.0,0.0,0.0,1.0,6252.333314,0.1599402894533527
E01001085,2.0,0.0,0.0,2.0,3901.1615,0.5126678298245279
E01001086,0.0,0.0,0.0,0.0,3018.581985,0.0
E01001087,0.0,0.0,0.0,0.0,4495.110425,0.0
E01001088,0.0,0.0,0.0,0.0,2694.136849,0.0
E01001089,0.0,0.0,0.0,0.0,3307.753211,0.0
E01001090,0.0,0.0,0.0,0.0,2577.499982,0.0
E01001091,0.0,0.0,0.0,0.0,5320.496804,0.0
E01001092,7.0,0.0,0.0,7.0,7557.991966,0.9261719291962529
E01001093,0.0,0.0,0.0,0.0,6259.869833,0.0
E01001094,0.0,0.0,0.0,0.0,10294.79061,0.0
E01001095,0.0,0.0,0.0,0.0,5491.885162,0.0
E01001096,0.0,0.0,0.0,0.0,4829.743442,0.0
E01001097,24.0,0.0,0.0,24.0,9355.076123,2.5654521336277103
E01001098,0.0,0.0,0.0,0.0,6160.994055,0.0
E01001099,0.0,0.0,0.0,0.0,3510.410478,0.0
E01001100,0.0,0.0,0.0,0.0,3332.450301,0.0
E01001101,0.0,0.0,0.0,0.0,4343.719818,0.0
E01001102,0.0,0.0,0.0,0.0,7126.561838,0.0
E01001103,2.0,0.0,0.0,2.0,5723.30666,0.34944833796482255
E01001104,0.0,0.0,0.0,0.0,10866.83279,0.0
E01001105,0.0,0.0,0.0,0.0,8348.466828,0.0
E01001106,0.0,0.0,0.0,0.0,4926.39929,0.0
E01001107,0.0,0.0,0.0,0.0,8135.531823,0.0
E01001108,0.0,0.0,0.0,0.0,6416.061641,0.0
E01001109,0.0,0.0,0.0,0.0,4957.036808,0.0
E01001110,2.0,0.0,0.0,2.0,3444.19069,0.5806879409455695
E01001111,1.0,0.0,0.0,1.0,3132.042626,0.31928045668941674
E01001112,0.0,1.0,0.0,1.0,4370.771478,0.22879256100060055
E01001113,0.0,0.0,0.0,0.0,3202.762932,0.0
E01001114,2.0,0.0,0.0,2.0,2958.525071,0.676012523809368
E01001115,2.0,0.0,0.0,2.0,4528.614016,0.44163622532938784
E01001116,4.0,0.0,0.0,4.0,2845.214944,1.4058691799138814
E01001118,1.0,0.0,0.0,1.0,3086.170931,0.3240261224532932
E01001119,0.0,0.0,0.0,0.0,5456.636889,0.0
E01001120,0.0,0.0,0.0,0.0,2711.11415,0.0
E01001121,0.0,0.0,0.0,0.0,9825.75996,0.0
E01001122,0.0,0.0,0.0,0.0,8675.144661,0.0
E01001123,0.0,0.0,0.0,0.0,5624.236257,0.0
E01001124,0.0,0.0,0.0,0.0,5185.897866,0.0
E01001125,4.0,0.0,0.0,4.0,5562.835657,0.7190577336158755
E01001126,0.0,0.0,0.0,0.0,3730.013465,0.0
E01001127,0.0,0.0,0.0,0.0,5310.197162,0.0
E01001128,0.0,0.0,0.0,0.0,2554.318312,0.0
E01001129,0.0,0.0,0.0,0.0,3937.972994,0.0
E01001130,0.0,0.0,0.0,0.0,2151.962229,0.0
E01001131,0.0,0.0,0.0,0.0,2383.740763,0.0
E01001132,0.0,0.0,0.0,0.0,5686.875061,0.0
E01001133,2.0,0.0,0.0,2.0,5317.676595,0.3761041056691038
E01001134,0.0,0.0,0.0,0.0,7575.695276,0.0
E01001135,1.0,0.0,0.0,1.0,6992.837636,0.14300346326530952
E01001136,1.0,0.0,0.0,1.0,4285.461004,0.233347123930567
E01001137,4.0,0.0,0.0,4.0,5839.851637,0.684948907718287
E01001138,0.0,0.0,0.0,0.0,4100.023997,0.0
E01001139,3.0,0.0,0.0,3.0,3837.658129,0.7817267456238284
E01001140,0.0,0.0,0.0,0.0,3466.712409,0.0
E01001141,0.0,0.0,0.0,0.0,2911.758336,0.0
E01001142,0.0,0.0,0.0,0.0,3911.602703,0.0
E01001143,0.0,0.0,0.0,0.0,3509.125784,0.0
E01001144,0.0,0.0,0.0,0.0,2446.195252,0.0
E01001145,4.0,0.0,0.0,4.0,2642.219161,1.5138789616854194
E01001146,0.0,0.0,0.0,0.0,2795.223388,0.0
E01001147,0.0,0.0,0.0,0.0,3026.527375,0.0
E01001148,0.0,0.0,0.0,0.0,2549.021966,0.0
E01001149,0.0,0.0,0.0,0.0,2442.453443,0.0
E01001150,0.0,0.0,0.0,0.0,3615.003226,0.0
E01001151,1.0,0.0,0.0,1.0,2913.878954,0.34318515483536455
E01001152,0.0,0.0,0.0,0.0,3433.203223,0.0
E01001153,0.0,0.0,0.0,0.0,2422.865571,0.0
E01001154,2.0,0.0,0.0,2.0,3088.705493,0.64752045947166
E01001155,3.0,0.0,0.0,3.0,2631.602148,1.139989949575007
E01001156,0.0,0.0,0.0,0.0,3400.484484,0.0
E01001157,0.0,0.0,0.0,0.0,4805.900847,0.0
E01001158,0.0,0.0,0.0,0.0,3627.609644,0.0
E01001159,0.0,0.0,0.0,0.0,6848.910345,0.0
E01001160,0.0,0.0,0.0,0.0,4718.39035,0.0
E01001161,0.0,0.0,0.0,0.0,3497.448186,0.0
E01001162,0.0,0.0,0.0,0.0,4448.35239,0.0
E01001163,2.0,0.0,0.0,2.0,4583.853133,0.43631415361055814
E01001164,8.0,1.0,0.0,9.0,3868.385177,2.3265521886265876
E01001165,4.0,0.0,0.0,4.0,4099.068187,0.9758315347585117
E01001166,9.0,0.0,0.0,9.0,5079.188103,1.7719367382129811
E01001167,17.0,1.0,0.0,18.0,7805.798021,2.305978191028574
E01001168,3.0,0.0,0.0,3.0,3997.721874,0.7504273920382286
E01001169,0.0,0.0,0.0,0.0,4538.14119,0.0
E01001170,5.0,0.0,0.0,5.0,3725.984145,1.341927341990877
E01001171,0.0,0.0,0.0,0.0,4362.988472,0.0
E01001172,15.0,0.0,0.0,15.0,10261.53801,1.4617691797645058
E01001173,1.0,0.0,0.0,1.0,8681.751291,0.11518413353267297
E01001174,0.0,0.0,0.0,0.0,3618.226241,0.0
E01001175,0.0,0.0,0.0,0.0,2352.36634,0.0
E01001176,5.0,0.0,0.0,5.0,4773.981754,1.0473437599150068
E01001177,0.0,0.0,0.0,0.0,5322.747654,0.0
E01001178,0.0,0.0,0.0,0.0,3060.571713,0.0
E01001179,0.0,0.0,0.0,0.0,2755.744657,0.0
E01001180,4.0,0.0,0.0,4.0,2849.878103,1.4035688037987637
E01001181,0.0,0.0,0.0,0.0,2614.740794,0.0
E01001182,0.0,0.0,0.0,0.0,2572.734268,0.0
E01001183,6.0,0.0,0.0,6.0,3804.013438,1.577281494345762
E01001184,0.0,0.0,0.0,0.0,3555.386529,0.0
E01001185,1.0,0.0,0.0,1.0,3956.860114,0.2527256388119057
E01001186,0.0,0.0,0.0,0.0,2924.201795,0.0
E01001187,0.0,0.0,0.0,0.0,3235.126286,0.0
E01001188,0.0,0.0,0.0,0.0,3987.645047,0.0
E01001189,0.0,0.0,0.0,0.0,1720.159404,0.0
E01001190,0.0,0.0,0.0,0.0,2473.647752,0.0
E01001191,0.0,0.0,0.0,0.0,3515.549606,0.0
E01001192,0.0,0.0,0.0,0.0,2697.207794,0.0
E01001193,0.0,0.0,0.0,0.0,2818.51702,0.0
E01001194,0.0,0.0,0.0,0.0,3004.567537,0.0
E01001195,0.0,0.0,0.0,0.0,4827.500487,0.0
E01001196,0.0,0.0,0.0,0.0,3482.628595,0.0
E01001197,0.0,0.0,0.0,0.0,4038.255063,0.0
E01001198,0.0,0.0,0.0,0.0,1995.551477,0.0
E01001199,0.0,0.0,0.0,0.0,2213.392226,0.0
E01001200,0.0,0.0,0.0,0.0,2554.038816,0.0
E01001201,0.0,0.0,0.0,0.0,2135.653298,0.0
E01001202,4.0,0.0,0.0,4.0,3404.820912,1.1748048145211814
E01001203,0.0,0.0,0.0,0.0,1749.66039,0.0
E01001204,0.0,0.0,0.0,0.0,3492.685859,0.0
E01001205,0.0,0.0,0.0,0.0,3293.58658,0.0
E01001206,0.0,0.0,0.0,0.0,2080.845118,0.0
E01001207,0.0,0.0,0.0,0.0,2417.976519,0.0
E01001208,0.0,0.0,0.0,0.0,2993.319961,0.0
E01001209,0.0,0.0,0.0,0.0,3249.348583,0.0
E01001210,2.0,0.0,0.0,2.0,3007.368282,0.6650332824119344
E01001211,0.0,0.0,0.0,0.0,3466.506953,0.0
E01001212,0.0,0.0,0.0,0.0,5200.741877,0.0
E01001213,0.0,0.0,0.0,0.0,2648.593724,0.0
E01001214,0.0,0.0,0.0,0.0,4948.125562,0.0
E01001215,0.0,0.0,0.0,0.0,3023.55169,0.0
E01001216,4.0,0.0,0.0,4.0,2939.218013,1.3609061942013894
E01001217,0.0,0.0,0.0,0.0,6065.04612,0.0
E01001218,0.0,0.0,0.0,0.0,6301.173504,0.0
E01001219,0.0,0.0,0.0,0.0,2623.94067,0.0
E01001220,8.0,0.0,0.0,8.0,4636.705297,1.7253630514702085
E01001223,0.0,0.0,0.0,0.0,3168.505421,0.0
E01001224,0.0,0.0,0.0,0.0,3946.916502,0.0
E01001225,4.0,0.0,0.0,4.0,4129.954493,0.9685336743491327
E01001226,0.0,0.0,0.0,0.0,3801.000143,0.0
E01001227,0.0,0.0,0.0,0.0,2942.116392,0.0
E01001228,2.0,1.0,0.0,3.0,4000.130019,0.7499756222298933
E01001229,3.0,0.0,0.0,3.0,3630.938281,0.8262327166777859
E01001230,0.0,0.0,0.0,0.0,3454.168207,0.0
E01001231,3.0,3.0,0.0,6.0,5376.356339,1.1159974565815327
E01001232,0.0,0.0,0.0,0.0,3024.848159,0.0
E01001233,0.0,0.0,0.0,0.0,3132.649399,0.0
E01001234,11.0,0.0,0.0,11.0,3911.553646,2.8121818069013904
E01001235,5.0,0.0,0.0,5.0,5240.418109,0.9541223421491691
E01001236,0.0,0.0,0.0,0.0,2480.692825,0.0
E01001237,0.0,0.0,0.0,0.0,3807.494721,0.0
E01001239,0.0,0.0,0.0,0.0,5286.07198,0.0
E01001240,1.0,0.0,0.0,1.0,3881.903318,0.2576055914023153
E01001241,0.0,0.0,0.0,0.0,6350.452398,0.0
E01001242,0.0,0.0,0.0,0.0,2860.99126,0.0
E01001243,6.0,0.0,0.0,6.0,4418.505072,1.3579253395049629
E01001244,2.0,0.0,0.0,2.0,3576.269205,0.559242016010369
E01001245,2.0,0.0,0.0,2.0,3615.482273,0.5531765471333567
E01001246,6.0,1.0,0.0,7.0,12998.32997,0.538530720189126
E01001247,16.0,0.0,0.0,16.0,21880.42303,0.7312472879551999
E01001248,2.0,0.0,0.0,2.0,5748.223984,0.34793355401023635
E01001249,7.0,0.0,0.0,7.0,3173.277291,2.205921310392033
E01001250,3.0,0.0,0.0,3.0,3118.746817,0.9619248294370283
E01001251,0.0,0.0,0.0,0.0,3516.70886,0.0
E01001252,7.0,0.0,0.0,7.0,4220.417063,1.6586038525358886
E01001253,0.0,0.0,0.0,0.0,3461.068833,0.0
E01001254,6.0,0.0,0.0,6.0,3429.57657,1.7494871094247066
E01001255,0.0,0.0,0.0,0.0,2777.687057,0.0
E01001257,5.0,0.0,0.0,5.0,3419.525097,1.462191344753274
E01001258,0.0,0.0,0.0,0.0,4511.150182,0.0
E01001259,0.0,0.0,0.0,0.0,3608.396622,0.0
E01001260,2.0,0.0,0.0,2.0,4106.842171,0.4869921746987924
E01001261,6.0,0.0,0.0,6.0,7210.770504,0.8320886092091886
E01001262,2.0,0.0,0.0,2.0,3420.595466,0.5846935189734008
E01001263,4.0,0.0,0.0,4.0,4630.642047,0.8638110999297458
E01001264,0.0,0.0,0.0,0.0,4741.391358,0.0
E01001265,0.0,0.0,0.0,0.0,7381.363293,0.0
E01001266,6.0,0.0,0.0,6.0,7991.116367,0.7508337664531473
E01001267,8.0,0.0,0.0,8.0,6712.893376,1.1917364915405442
E01001268,0.0,0.0,0.0,0.0,4567.997411,0.0
E01001269,3.0,0.0,0.0,3.0,5764.043746,0.5204679444152158
E01001270,0.0,0.0,0.0,0.0,5568.02661,0.0
E01001271,0.0,0.0,0.0,0.0,6118.993713,0.0
E01001272,4.0,0.0,0.0,4.0,6393.029527,0.6256814524485772
E01001273,3.0,0.0,0.0,3.0,6116.378139,0.4904863518609211
E01001274,0.0,0.0,0.0,0.0,6071.647427,0.0
E01001275,1.0,0.0,0.0,1.0,3847.499834,0.25990904305260587
E01001276,0.0,0.0,0.0,0.0,5831.624021,0.0
E01001277,16.0,0.0,0.0,16.0,10214.19302,1.566447781892416
E01001278,9.0,0.0,0.0,9.0,9950.8964,0.9044411315547412
E01001279,0.0,0.0,0.0,0.0,4979.963004,0.0
E01001280,2.0,0.0,0.0,2.0,4411.390987,0.45337173827797916
E01001281,0.0,0.0,0.0,0.0,4149.739121,0.0
E01001282,0.0,0.0,0.0,0.0,2403.887634,0.0
E01001283,0.0,0.0,0.0,0.0,5812.91302,0.0
E01001284,2.0,0.0,0.0,2.0,5966.553831,0.3352018697306881
E01001285,0.0,0.0,0.0,0.0,3753.486234,0.0
E01001286,0.0,0.0,0.0,0.0,3102.492949,0.0
E01001287,0.0,0.0,0.0,0.0,2514.280961,0.0
E01001288,1.0,0.0,0.0,1.0,2443.984874,0.4091678351361187
E01001289,0.0,0.0,0.0,0.0,2050.309374,0.0
E01001290,0.0,0.0,0.0,0.0,4932.476757,0.0
E01001291,0.0,0.0,0.0,0.0,5430.659744,0.0
E01001292,0.0,0.0,0.0,0.0,6985.894748,0.0
E01001293,0.0,0.0,0.0,0.0,5273.819823,0.0
E01001294,0.0,0.0,0.0,0.0,5833.683792,0.0
E01001295,0.0,0.0,0.0,0.0,5703.907139,0.0
E01001296,0.0,0.0,0.0,0.0,3833.243735,0.0
E01001297,0.0,0.0,0.0,0.0,5191.05099,0.0
E01001298,0.0,0.0,0.0,0.0,3574.713184,0.0
E01001299,1.0,0.0,0.0,1.0,3804.450683,0.26285003626632636
E01001300,0.0,0.0,0.0,0.0,2521.056254,0.0
E01001301,3.0,0.0,0.0,3.0,4981.790697,0.6021931033366335
E01001302,2.0,0.0,0.0,2.0,3834.993497,0.521513270247926
E01001303,0.0,0.0,0.0,0.0,3208.826482,0.0
E01001304,0.0,0.0,0.0,0.0,2154.187944,0.0
E01001305,0.0,0.0,0.0,0.0,2925.454605,0.0
E01001306,0.0,0.0,0.0,0.0,2419.752383,0.0
E01001307,6.0,0.0,0.0,6.0,3706.267435,1.6188793996189321
E01001308,3.0,0.0,0.0,3.0,6101.718691,0.49166475085535866
E01001309,0.0,2.0,0.0,2.0,4414.784455,0.4530232495801429
E01001310,0.0,0.0,0.0,0.0,4654.356861,0.0
E01001311,1.0,2.0,0.0,3.0,4132.22373,0.7260013484313446
E01001312,4.0,0.0,0.0,4.0,3704.004302,1.0799123526503938
E01001313,0.0,0.0,0.0,0.0,2428.848858,0.0
E01001314,0.0,0.0,0.0,0.0,2694.859994,0.0
E01001315,0.0,0.0,0.0,0.0,3486.13191,0.0
E01001316,2.0,0.0,0.0,2.0,2978.041933,0.671582215763246
E01001317,0.0,0.0,0.0,0.0,4624.663142,0.0
E01001318,3.0,0.0,0.0,3.0,3786.538327,0.7922803735032681
E01001319,0.0,0.0,0.0,0.0,3676.918684,0.0
E01001320,0.0,0.0,0.0,0.0,3075.158532,0.0
E01001321,4.0,0.0,0.0,4.0,6052.599641,0.6608730524491006
E01001322,7.0,0.0,0.0,7.0,6237.191789,1.122299944719561
E01001323,4.0,1.0,0.0,5.0,5343.708437,0.935679792216927
E01001324,3.0,0.0,0.0,3.0,3192.604823,0.939671574254212
E01001325,0.0,0.0,0.0,0.0,8909.141027,0.0
E01001326,3.0,0.0,0.0,3.0,8488.6765,0.3534119835995635
E01001327,2.0,0.0,0.0,2.0,5865.763049,0.3409616077725747
E01001328,7.0,0.0,0.0,7.0,5420.507574,1.2913919784147505
E01001329,0.0,0.0,0.0,0.0,3572.062517,0.0
E01001330,0.0,0.0,0.0,0.0,3128.704496,0.0
E01001331,0.0,0.0,0.0,0.0,2877.195815,0.0
E01001332,2.0,0.0,0.0,2.0,2761.316136,0.7242922945060428
E01001333,2.0,0.0,0.0,2.0,5258.963614,0.3803030685886012
E01001334,2.0,0.0,0.0,2.0,2607.43547,0.7670371991986441
E01001335,0.0,0.0,0.0,0.0,4579.068319,0.0
E01001336,0.0,0.0,0.0,0.0,3182.416204,0.0
E01001337,11.0,0.0,0.0,11.0,10093.7646,1.089781705430301
E01001338,6.0,1.0,0.0,7.0,6147.706168,1.1386360715214976
E01001339,6.0,0.0,0.0,6.0,6784.369145,0.8843858392378207
E01001340,3.0,0.0,0.0,3.0,3012.281946,0.9959227103504341
E01001341,0.0,0.0,0.0,0.0,4958.656073,0.0
E01001342,0.0,0.0,0.0,0.0,3055.140832,0.0
E01001343,1.0,0.0,0.0,1.0,4464.999356,0.2239641980364935
E01001344,2.0,0.0,0.0,2.0,7179.419136,0.2785740687531855
E01001345,0.0,0.0,0.0,0.0,2975.339357,0.0
E01001346,0.0,0.0,0.0,0.0,5743.559826,0.0
E01001347,0.0,1.0,0.0,1.0,7694.279758,0.12996668063183778
E01001348,13.0,1.0,0.0,14.0,8600.256367,1.627858450094503
E01001349,4.0,0.0,0.0,4.0,6195.416358,0.6456386090718327
E01001350,1.0,0.0,0.0,1.0,2723.576494,0.367164279102491
E01001351,7.0,1.0,0.0,8.0,4108.490809,1.947187026066924
E01001352,0.0,0.0,0.0,0.0,2706.006329,0.0
E01001353,0.0,1.0,0.0,1.0,2436.97089,0.41034548426633033
E01001354,0.0,0.0,0.0,0.0,3838.582262,0.0
E01001355,11.0,1.0,0.0,12.0,3029.899073,3.9605279617840257
E01001356,0.0,0.0,0.0,0.0,1600.417687,0.0
E01001357,0.0,0.0,0.0,0.0,2040.7137,0.0
E01001358,0.0,1.0,0.0,1.0,4156.831724,0.24056783300280646
E01001359,0.0,0.0,0.0,0.0,2778.072152,0.0
E01001360,0.0,0.0,0.0,0.0,3005.952364,0.0
E01001361,6.0,1.0,0.0,7.0,5075.233295,1.3792469415930564
E01001362,1.0,0.0,0.0,1.0,4465.838866,0.22392209616279513
E01001363,0.0,0.0,0.0,0.0,3035.486742,0.0
E01001364,0.0,0.0,0.0,0.0,2014.00655,0.0
E01001365,0.0,0.0,0.0,0.0,2997.289597,0.0
E01001366,0.0,0.0,0.0,0.0,3820.6679,0.0
E01001367,1.0,0.0,0.0,1.0,3530.614611,0.28323680440351523
E01001368,0.0,0.0,0.0,0.0,4076.088501,0.0
E01001369,2.0,0.0,0.0,2.0,3043.589674,0.6571188018822278
E01001370,0.0,0.0,0.0,0.0,7575.323801,0.0
E01001371,1.0,0.0,0.0,1.0,2803.097735,0.35674817453341495
E01001372,0.0,0.0,0.0,0.0,2361.356919,0.0
E01001373,0.0,0.0,0.0,0.0,1928.716944,0.0
E01001374,0.0,0.0,0.0,0.0,3293.09859,0.0
E01001375,0.0,0.0,0.0,0.0,4486.958253,0.0
E01001376,0.0,0.0,0.0,0.0,2223.790374,0.0
E01001377,0.0,0.0,0.0,0.0,4159.673576,0.0
E01001379,0.0,0.0,0.0,0.0,3073.964981,0.0
E01001380,0.0,0.0,0.0,0.0,3417.848528,0.0
E01001381,3.0,0.0,0.0,3.0,6378.342362,0.4703416388986866
E01001382,0.0,0.0,0.0,0.0,2943.996024,0.0
E01001383,0.0,0.0,0.0,0.0,2145.339268,0.0
E01001384,0.0,0.0,0.0,0.0,2476.096561,0.0
E01001385,0.0,0.0,0.0,0.0,2620.597184,0.0
E01001386,1.0,0.0,0.0,1.0,4115.171536,0.2430032360138292
E01001387,0.0,0.0,0.0,0.0,3824.548401,0.0
E01001388,6.0,0.0,0.0,6.0,4226.034544,1.4197706946145587
E01001389,2.0,0.0,0.0,2.0,3302.828495,0.6055415844412472
E01001390,1.0,0.0,0.0,1.0,2426.360657,0.4121398841161642
E01001391,2.0,0.0,0.0,2.0,2320.767077,0.8617840281435534
E01001392,1.0,1.0,0.0,2.0,3592.801096,0.5566687235279111
E01001393,2.0,0.0,0.0,2.0,2180.084342,0.9173956995467472
E01001394,3.0,0.0,0.0,3.0,4022.910688,0.7457287105450152
E01001395,0.0,0.0,0.0,0.0,2722.377017,0.0
E01001396,0.0,0.0,0.0,0.0,2334.440103,0.0
E01001397,4.0,0.0,0.0,4.0,6104.012943,0.6553066052369936
E01001398,0.0,0.0,0.0,0.0,3001.944253,0.0
E01001399,3.0,0.0,0.0,3.0,5353.467577,0.5603844530391558
E01001400,5.0,0.0,0.0,5.0,4665.510403,1.0716941059192404
E01001401,1.0,0.0,0.0,1.0,3488.056894,0.2866925713626276
E01001402,0.0,0.0,0.0,0.0,6260.960653,0.0
E01001403,3.0,0.0,0.0,3.0,7237.527891,0.4145061746470857
E01001404,2.0,0.0,0.0,2.0,8209.130404,0.24363116451719116
E01001405,0.0,0.0,0.0,0.0,3959.741144,0.0
E01001406,0.0,0.0,0.0,0.0,3410.231879,0.0
E01001407,0.0,2.0,0.0,2.0,9118.464945,0.2193351635459953
E01001408,0.0,0.0,0.0,0.0,3298.453889,0.0
E01001409,2.0,0.0,0.0,2.0,4850.622499,0.4123182128504781
E01001410,0.0,0.0,0.0,0.0,3217.303948,0.0
E01001411,0.0,0.0,0.0,0.0,3932.9525,0.0
E01001412,8.0,3.0,0.0,11.0,73158.80586,0.150357839643393
E01001413,0.0,0.0,0.0,0.0,5840.767365,0.0
E01001414,0.0,0.0,0.0,0.0,5963.545541,0.0
E01001415,2.0,3.0,0.0,5.0,10440.50722,0.4789039358568635
E01001416,0.0,0.0,0.0,0.0,4603.64323,0.0
E01001417,0.0,3.0,0.0,3.0,28206.88255,0.10635702101010805
E01001418,0.0,0.0,0.0,0.0,5219.009087,0.0
E01001419,10.0,0.0,0.0,10.0,8045.013561,1.2430059842878616
E01001420,0.0,0.0,0.0,0.0,4812.064788,0.0
E01001421,2.0,0.0,0.0,2.0,4564.681041,0.4381467143127821
E01001422,0.0,0.0,0.0,0.0,9213.510688,0.0
E01001423,0.0,0.0,0.0,0.0,3352.455368,0.0
E01001424,0.0,0.0,0.0,0.0,1158.330662,0.0
E01001425,9.0,0.0,0.0,9.0,5479.019439,1.6426296895275536
E01001426,0.0,0.0,0.0,0.0,3392.817523,0.0
E01001427,12.0,0.0,0.0,12.0,19310.59441,0.6214205396901606
E01001428,0.0,0.0,0.0,0.0,3320.672568,0.0
E01001429,42.0,0.0,0.0,42.0,4606.807263,9.116943167413774
E01001430,0.0,0.0,0.0,0.0,2470.652645,0.0
E01001431,0.0,0.0,0.0,0.0,2574.902013,0.0
E01001432,2.0,0.0,0.0,2.0,3736.253305,0.5352956121373039
E01001433,2.0,0.0,0.0,2.0,4006.056424,0.4992440915255566
E01001434,0.0,0.0,0.0,0.0,3727.317878,0.0
E01001435,0.0,0.0,0.0,0.0,2833.618872,0.0
E01001436,0.0,0.0,0.0,0.0,4020.854159,0.0
E01001437,7.0,0.0,0.0,7.0,22651.19776,0.3090344305042172
E01001438,4.0,0.0,0.0,4.0,3790.164747,1.0553630955398678
E01001439,6.0,0.0,0.0,6.0,4935.491889,1.21568429954723
E01001440,2.0,0.0,0.0,2.0,4581.721022,0.4365171930802032
E01001441,0.0,0.0,0.0,0.0,3956.670713,0.0
E01001442,2.0,0.0,0.0,2.0,2161.86167,0.9251285721717802
E01001444,3.0,0.0,0.0,3.0,6707.912375,0.44723303351141347
E01001445,8.0,0.0,0.0,8.0,13103.71855,0.6105137232209554
E01001446,0.0,0.0,0.0,0.0,3272.084363,0.0
E01001447,0.0,0.0,0.0,0.0,3784.452885,0.0
E01001448,0.0,0.0,0.0,0.0,2482.994341,0.0
E01001449,0.0,0.0,0.0,0.0,3068.610917,0.0
E01001450,6.0,0.0,0.0,6.0,5546.186908,1.081824341575183
E01001451,1.0,0.0,0.0,1.0,5348.069916,0.18698334459096475
E01001452,0.0,0.0,0.0,0.0,5345.286887,0.0
E01001453,0.0,0.0,0.0,0.0,5670.513416,0.0
E01001454,0.0,3.0,0.0,3.0,5786.696656,0.5184304929634452
E01001455,2.0,0.0,0.0,2.0,5303.919786,0.37707960917491895
E01001456,0.0,0.0,0.0,0.0,3694.261846,0.0
E01001457,1.0,0.0,0.0,1.0,4235.259746,0.2361130272929428
E01001458,4.0,0.0,0.0,4.0,4356.867328,0.9180908434584308
E01001459,1.0,0.0,0.0,1.0,3415.77435,0.2927593855841209
E01001460,0.0,0.0,0.0,0.0,2175.382559,0.0
E01001461,2.0,0.0,0.0,2.0,4056.165858,0.49307648405337967
E01001462,0.0,0.0,0.0,0.0,2062.60963,0.0
E01001463,0.0,0.0,0.0,0.0,4038.170523,0.0
E01001464,0.0,0.0,0.0,0.0,3397.539017,0.0
E01001465,5.0,0.0,0.0,5.0,5852.370018,0.8543547288742194
E01001466,0.0,0.0,0.0,0.0,2109.389833,0.0
E01001467,0.0,0.0,0.0,0.0,1883.25116,0.0
E01001468,0.0,0.0,0.0,0.0,8683.248034,0.0
E01001469,0.0,0.0,0.0,0.0,4264.467762,0.0
E01001470,6.0,0.0,0.0,6.0,9555.652938,0.6279005776925801
E01001471,0.0,0.0,0.0,0.0,4563.405238,0.0
E01001472,0.0,0.0,0.0,0.0,4504.897109,0.0
E01001473,0.0,0.0,0.0,0.0,5639.284325,0.0
E01001474,0.0,0.0,0.0,0.0,4838.308442,0.0
E01001475,0.0,0.0,0.0,0.0,5446.135748,0.0
E01001476,7.0,0.0,0.0,7.0,4511.182378,1.551699624058072
E01001477,7.0,0.0,0.0,7.0,9392.980863,0.7452373322268526
E01001478,1.0,0.0,0.0,1.0,4244.11118,0.23562059465181118
E01001479,0.0,0.0,0.0,0.0,3181.978056,0.0
E01001480,3.0,0.0,0.0,3.0,4221.370648,0.7106696497786422
E01001481,0.0,0.0,0.0,0.0,4608.452492,0.0
E01001482,0.0,0.0,0.0,0.0,3053.178682,0.0
E01001483,3.0,0.0,0.0,3.0,4759.94806,0.6302589780780088
E01001484,0.0,0.0,0.0,0.0,4676.751689,0.0
E01001485,4.0,0.0,0.0,4.0,2762.995074,1.4477043544667572
E01001486,2.0,0.0,0.0,2.0,3359.517003,0.5953236724844759
E01001487,0.0,0.0,0.0,0.0,2554.840901,0.0
E01001488,0.0,0.0,0.0,0.0,3248.769412,0.0
E01001489,0.0,0.0,0.0,0.0,2739.989017,0.0
E01001491,9.0,0.0,0.0,9.0,3015.772308,2.984310180223327
E01001492,0.0,0.0,0.0,0.0,3082.654509,0.0
E01001493,0.0,0.0,0.0,0.0,3020.022475,0.0
E01001494,0.0,0.0,0.0,0.0,4566.339756,0.0
E01001495,3.0,0.0,0.0,3.0,2948.356481,1.017516036250299
E01001496,0.0,0.0,0.0,0.0,4483.573023,0.0
E01001497,0.0,0.0,0.0,0.0,5194.887344,0.0
E01001498,8.0,0.0,0.0,8.0,3704.022076,2.1598143412361237
E01001499,7.0,0.0,0.0,7.0,6386.13116,1.0961253103984165
E01001500,1.0,0.0,0.0,1.0,3609.212568,0.2770687459270756
E01001501,14.0,0.0,0.0,14.0,5222.779544,2.680564990740111
